word;file1
wycieczek;1
adie;7
zegarze;1
uå›ciå›nij;1
skrwawione;1
uå›ciskaâ€¦;1
chorobä…;2
chå‚opczyk;3
najszlachetniejszä…;1
gorä…czkä™;1
nowinä…;1
wszystkoâ€¦;2
boskä…;4
woalkä…;2
uklä™kå‚a;1
malcã³w;4
rzucajä…c;3
wyså‚aå‚a;1
mogiå‚y;2
zauwaå¾yä‡;1
macie;7
trafiä™;2
jacyå›;1
splam;1
â€ksiä…å¾ä™;1
jeszcze;272
naleå¾aå‚;2
chlubä…;2
rozpalaå‚;1
wyrzeczemy;1
przeså‚aå‚;1
trosce;2
kolegä…;3
przyjemnoå›ciä…;2
pokazywaä‡;1
ukazali;2
przemä™czeni;1
odrã³å¾niaä‡;1
nadania;1
ratunkowe;1
inå¾ynierii;2
lucia;1
wieczorna;2
zajå›ä‡;1
strasznego;1
przeå›liczna;1
przejä…å‚;1
ratunkowy;1
notatki;1
zapisanym;1
wypå‚ynä™å‚a;1
jä™czeli;1
takimå¾e;1
opasywaå‚y;1
wyszå‚a;5
daä‡;11
uczuli;1
dwunastoletni;2
zapeå‚niajä…cych;1
geniusz;1
historii;2
wznoå›;1
szaraå„cza;1
historia;1
formä™;1
då‚ugie;22
szal;1
wyszå‚y;1
då‚ugim;6
najokropniejszym;1
tå‚umaczyå‚a;1
naduå¾ywacie;1
zamknä…ä‡;2
czapkami;1
på‚aci;1
szambelanã³w;1
przeå›liczny;2
ksiä™dza;2
sprã³bujmy;1
wå‚aå›ciciela;3
mieszkajä…;6
chustka;1
wchodzi;4
rä…czki;2
wierzby;1
zabity;2
chustki;2
å›cianie;4
czyå›;7
gwar;3
powietrza;1
dozorca;7
suplenta;1
powietrze;11
dzieciach;4
pisaä‡;19
opowiada;2
zerwaå‚;12
kowalskiej;1
powietrzu;11
szlachectwo;1
adwokatami;1
czyå„;3
â€biedny;2
dozorcy;4
zawapnionymi;1
dziurä™;1
przychodzä…;6
sprzä™tã³w;2
å‚bie;1
iskrzä…ce;1
dojeå›ä‡;1
podobno;3
stajä…;1
postanowiå‚;3
zowiä™;1
poå¾egnawszy;4
umazanymi;1
podobni;1
rozlegå‚y;1
â€darujä™;1
podobna;3
zamieniali;1
statkã³w;1
å¹le;3
podobne;5
drwinki;1
dzikus;1
uchwyciwszy;1
zatrzymaliå›my;1
brutalnie;1
ogieå„;12
umyå›lnie;4
obwodzä…;1
poduszkä™;2
mroåºny;1
strumieå„;1
powstrzymywane;1
koå›cioå‚a;6
przypatrywali;1
podobny;7
zatrzymali;2
ubieram;1
å‚bem;1
przykuta;1
wã³zâ€¦;1
wieczorem;15
budzä…c;3
innyâ€¦â€;1
sprzedaå¾;1
przepisaå‚am;1
uå›miechali;2
miä™kkim;1
å¾onä™;1
grubiaå„stwo;1
szwadron;1
jechaä‡;5
troski;4
miä™kkie;1
przenikliwym;2
wojenny;1
odwagiâ€¦;1
uniwersytet;1
gwiå¾då¾ä…cego;1
worki;2
zarabiaå‚a;1
å›nieå¾ycy;1
staraniom;2
tarasie;1
brunatnej;2
zarã³wno;1
å‚apaå‚y;1
laseczkä…;2
poå¾egnaå‚;3
parze;1
ktã³ryå›;8
roå›linnoå›ä‡;1
rä…czek;1
trudniejszym;1
dokazywaä‡;1
owych;2
pojmujä™;1
zabraä‡â€¦;1
fajeczkä™;1
kogã³å¾;2
parzy;1
drgnä…å‚;2
rajuâ€¦;1
znaczyä‡;2
garstce;1
zegarki;1
maå‚e;21
bawiä‡;3
wiä™kszä…;3
zegarka;1
scena;1
zdajä…;3
kasy;1
maå‚o;15
odzyskujä…c;3
czerwonä…;7
dzieciaki;1
powijakach;1
zwyciä™å¾yå‚o;1
szli;14
rodzinnych;1
wojsku;1
kasa;1
ubiegå‚ego;1
maå‚a;12
bawiä…;1
wojsko;3
kask;1
kuå‚aâ€;1
så‚uå¾bä™;4
sceny;7
dzieciaka;1
å‚ã³å¾kach;2
zajada;2
ognistej;1
kary;1
jakoå›;30
nosiå‚;6
noszami;1
tobie;22
å¾artu;2
przyprowadziå‚;2
okazujesz;1
szanuje;2
poglä…dajä…c;2
zwykle;9
kark;5
sforsowaå‚;1
poczä™stowaå‚a;1
zapowiedziaå‚y;1
wzruszajä…cy;1
oddziaå‚u;13
tå‚umowi;1
jakä…kolwiek;1
znam;5
spacerze;2
chwaliä‡;1
rozpoczä™li;2
zdejmujä…c;4
ostatnim;4
szwajcar;1
znaj;1
niewdziä™cznym;1
oå¾yä‡;1
przykolebawszy;1
znak;14
ostatnie;9
uratowaä‡;1
wojska;1
zdecydowaå‚;1
ostatnia;3
znad;1
maå‚y;83
przeraå¾eå„;1
czepiali;1
wysokoå›ci;2
1805;1
przecinaå‚y;1
wzruszajä…ce;1
staranny;1
wyjdzie;3
zrozumiem;1
wygniecione;1
podusili;1
wä™gierskie;1
uderzenie;1
å›wieå¾szym;1
zerwaå‚eå›;1
najmå‚odszych;1
nieopisanej;1
wygnieciona;1
zå‚otymi;1
kawa;2
owiniä™ty;1
przebiegajä…c;1
strachem;2
trudem;11
rozszerzonymi;1
pieszczä…c;1
przyjmijcie;1
zakryå‚y;1
krã³lemâ€¦;1
najtroskliwiej;1
ampuå‚kä™;1
kolegium;1
uspokoiä‡;3
broczyä‡;1
zadaå‚;5
otwierajä…c;1
wpadå‚;3
rzymskiej;1
zatrzymani;1
odpowiadaå‚;4
zadaå„;1
nä™dzyâ€¦;1
wyglä…daå‚a;5
aosty;1
fanfara;1
pisaå‚em;1
przekonaå‚;1
inå¾ynierze;1
kie;1
jedynä…;1
zabå‚ocony;2
kij;3
kim;2
szarym;1
å‚azi;1
uparå‚;2
muzykantã³w;1
zegarek;4
zamkniä™tego;1
1838;1
pomponã³w;1
å›ciä…gnä…å‚;2
krã³w;2
wygramoliå‚;1
przeczytam;1
uderza;2
zaså‚aniaå‚a;1
korytarz;4
1849;1
1848;1
czekaå‚em;2
krã³l;10
artystä…â€;1
duszä…c;1
milkå‚y;1
bujnä…;1
dnie;12
szum;1
dnia;43
najdziwaczniejsze;1
ratujcie;2
prosili;2
å›lä™czy;1
cieszä…cym;1
dniu;9
zewnä™trzny;1
prä™dkim;1
1859;1
så‚uå¾bä…;1
prowiantami;2
wyglä…daå‚y;2
niesie;2
pogrzeb;2
wstydu;2
szczypie;2
listkami;1
uå›cisnä…å‚;5
1860;1
linoskoczkã³w;1
mocniej;3
wzgã³rzu;3
zaczä™liå›my;5
zobaczywszy;9
bolaå‚o;1
karå‚owate;1
pamiä™taå‚a;1
porwawszy;1
umierali;1
kozioå‚ek;1
wzgã³rze;2
å‚agodniejszy;1
wzgã³rza;8
jaâ€¦;2
wyszukawszy;1
znieå›ä‡;3
opaå‚ki;1
â€dostaå‚eå›;1
twojä…;14
1872;1
potä™gä™;2
kwiatek;1
podnieå›ä‡;5
1870;1
wiä™zieniuâ€¦;1
dokä…d;1
pisaå‚am;1
zakryå‚a;2
rozpalony;1
tabliczkä™;1
rozlaå‚;1
pogrä…å¾yå‚y;1
powstrzymaä‡;4
eleganci;1
rozpalona;1
zachorowaå‚;2
dwã³jkami;1
uderzenia;1
karmelkã³wâ€¦;1
pokå‚ad;7
szyi;10
balkonach;1
lecz;9
przyciä…gnä…wszy;1
koi;1
kon;1
iluå¾;2
å‚ata;1
kwiatki;2
fasoli;3
zapowiedziaå‚;1
kochaå‚;9
kot;2
municypalni;1
spracowanym;1
fasola;1
pogodä™;1
wojskowego;1
robiä‡â€¦;1
municypalny;1
trotuarze;3
bersalierzy;3
straciå‚o;1
posyå‚ali;2
rabucco;1
lekarza;4
przenikliwie;1
grzbietach;1
wyelegantowanego;1
leci;2
bilety;1
lekarzu;1
przelatywali;1
straciå‚a;2
elementarnej;3
mniej;10
skã³rzanä…;1
rozszerzonych;1
wyrostki;1
zå‚otych;1
kä™dzierzawä…;1
siniakiem;1
kwiateczkã³w;1
zmiå‚uj;3
lekarzy;2
nagå‚ä…;1
uroczystych;1
sukcesjä™;1
wå‚aå›ciciel;3
trzewiki;4
gå‚uchoniemych;4
ratuszowym;1
przywä™drowali;1
zaså‚ugi;2
szkole;38
oå‚ã³wkiem;2
zaså‚uga;1
geniuszem;1
odträ…caå‚a;1
pomã³å¾;1
doroå¾ek;1
å¾yjesz;1
jutrzejszä…;1
szkolnego;3
uså‚ucha;1
asystent;5
dziä™kujemy;1
uå‚omnoå›ä‡;1
â€krew;1
idåºcie;7
wiadomo;5
przypomnieä‡;3
miå‚ujmy;1
bluzä™;2
trä…cajä…c;1
poprawiaå‚y;1
nabierzmy;1
podano;1
zabudowane;2
brodä™;3
karze;2
speå‚niliå›cie;1
knujä…;1
nazywamy;1
kto;55
prymus;3
licho;7
cieniste;1
porã³wnaniu;3
kã³å‚ka;2
krzyå¾yk;2
krã³tkä…;1
poprawiaå‚a;1
troje;2
niegodziwiec;3
moå¾na;31
migaå‚y;1
poå‚ä…czyå‚;1
zamilkli;1
kã³å‚ko;1
siedemnastego;1
dolnej;1
leja;1
kul;1
loterii;2
loterie;1
wierzyä‡;3
på‚omieniach;1
takiego;12
horyzoncie;1
drodze;21
wså‚awi;1
krã³lewska;1
zakaszlaå‚;1
zå‚udzenie;1
skarbie;1
krã³lewski;2
profesjä™;1
ambicji;1
woreczka;1
zabiä‡;2
odejmowania;1
zrozumiaå‚eå›;1
odejmowanie;1
triumfujä…cy;1
woreczku;2
przytakuj;1
robettiemu;1
skoå„czonego;1
ojâ€¦;1
drodzy;2
walce;1
wå‚osach;1
istnieje;1
automaty;1
solda;3
wyä‡wiczone;1
wysadzone;1
rozjaå›niaå‚;1
napastuje;1
rabuå›;2
zbliå¾yli;2
så‚odkie;6
wstä…å¾eczkä™;1
niecierpliwoå›ci;1
balkon;1
okrzykami;1
wolniej;2
przyprowadza;1
szczä™å›liwyå›;1
â€dziecko;1
zmiotå‚o;1
soldy;8
så‚odkim;3
wyleå¾ä‡;1
kobietami;1
å¾yciowych;1
majster;2
å»oå‚nierze;1
zieleniarki;4
å¾egnaå‚em;1
dolatywaå‚;2
pilny;1
odgadujemy;1
nakazaä‡;1
zieleniarka;7
smutnymi;1
wyraz;4
pilno;1
poå¾yczyå‚;1
ranionego;1
skã³r;1
dodatkiem;1
ksiä™garni;1
strofuje;1
przeszyå‚y;1
skarbem;1
czerwiec;2
matkami;1
wã³å‚;2
nieznoå›ny;2
ciskajä…c;2
kapitanem;1
powiedzenia;3
szafiru;1
walka;1
onym;1
tajemnie;1
przeszyå‚a;1
wyglä…daå‚oby;1
zapewniä‡;3
brodä…;15
natarczywiej;1
chorä…gwi;2
okulary;1
opowiadaå‚;8
poruszenie;1
rozerwaå‚;3
posä…gi;1
wlewaä‡;1
ozdobionych;1
inå¾yniera;5
ocknä…å‚;1
obdartego;1
robettiego;5
å¾ebrzä…cej;1
wypracowanie;3
wypracowania;4
kolekcjoniå›ci;1
poczerwieniaå‚;1
biaå‚ego;1
stancji;1
peå‚nymi;2
skrycie;1
sznurami;1
zawiniå‚;4
wyciä…gaå‚y;1
wznioså‚y;1
zagaså‚ä…;1
chodziå‚;9
skrzypaczek;1
zadanie;12
zapomina;2
kalectwem;1
malowaå‚o;1
zadania;5
zå‚oå›ä‡;2
zadaniu;1
cyfry;1
milczaå‚;9
chcä…c;1
på‚akaå‚a;6
wczeå›niej;2
gimnastykä™;1
noszach;3
przyrzekamy;1
walki;1
majaczeå„;1
zaraziwszy;1
tajemnej;1
zdjä™å‚a;1
praw;1
szepcä…;1
wspiä™å‚a;1
pistoletowe;1
prac;2
å¾ywota;1
åºrenice;1
mogiå‚ach;1
wspomnieniach;1
zdjä™å‚o;1
rozkazem;1
lat;55
las;3
å›ladã³w;1
platforma;1
garå›ä‡;2
egzaminã³w;3
krajã³w;1
å‚agodnoå›ä‡;1
kasie;1
å¾oå‚nierzyâ€;3
gwizdniä™cia;1
rozstaliå›my;1
litografi;1
oberwaå‚;1
pytajä…c;3
uczniakã³w;2
przyrzekasz;1
zakrä™tu;1
prã³å¾nymi;1
poprzecznej;2
melancholijnym;1
toå›;1
medalem;6
trzymanä…;1
skrzydeå‚ko;1
poznawaä‡;1
wargami;3
zakrä™ty;1
powoå‚ani;1
rozpowiada;1
rzodkiewek;1
koniach;2
spora;1
kaski;2
ruchy;3
ukå‚uå‚;1
derossiego;20
ruchu;7
lazurowym;1
lektykä™;1
jakiego;8
rozpä™tane;1
niektã³rych;1
zetrzeä‡;1
umiaå‚;3
nadzwyczajny;1
wyobraåº;2
ciekawoå›ci;1
trä…bami;1
wezgå‚owiu;1
rajskie;1
portowego;1
chwiaå‚a;1
nadzwyczajne;4
lew;3
tamowaå‚;1
lewo;14
chå‚ã³d;2
poså‚uchaj;2
siedziaå‚;24
nauczycielki;26
nurtowaå‚a;1
walecznych;1
cierpi;8
karki;2
obietnicy;2
ogrodu;7
ksiä…å¾ä…t;2
nauczycielka;43
okrutnej;2
wyjmowaå‚;1
lewe;1
poddajcie;1
dowlokå‚em;1
nauczycielko;2
posmutniaå‚;1
zaszeptaå‚;2
opuszczamy;1
berety;1
zapisywania;1
czarniawy;1
krzeså‚ach;1
å¾gnä…ä‡;1
poprzez;3
wyglä…dajä…;1
zamierzchå‚y;1
medalik;1
karku;3
upadkiem;1
doktora;5
odwaå¾na;1
iskrzä…c;1
drozdaâ€¦;1
odwaå¾ny;4
nabawiå‚;1
trzä™sä…cymi;1
przyjaciel;3
nadzwyczajnym;1
karmi;1
chwiaå‚o;1
piä™å›ci;3
å›wiszczä…c;1
opuszczali;1
jednym;20
przychodåº;1
przyszli;4
siä™gnä…ä‡;1
niemniej;2
genialnego;1
przyznaj;1
rybä™;1
obowiä…zkiem;1
podniã³så‚szy;3
nadziei;8
då‚uga;2
å‚yå¾kami;1
dodam;1
lin;2
dosiä™gnä…wszy;1
gardå‚a;4
gå‚odni;2
då‚ugi;8
gå‚odne;2
då‚ugo;16
zranionego;2
gå‚odny;3
wspã³å‚uczniã³w;1
niosä™â€¦;1
zadziwicie;1
karol;5
konwulsyjnym;1
poå‚oå¾yå‚;10
nieznanego;2
stanowisku;1
derossiemu;8
popadå‚aby;1
ksiä™å¾aâ€¦;1
så‚owami;1
srogiej;1
okrutnie;1
umä…czone;1
kontenci;3
ucaå‚owaå‚;10
widokã³w;4
odetchniä™cia;1
ocaliä‡;3
wspomnieniami;2
niemowy;1
klaszczä…c;1
listopada;2
roå›li;2
dåºwiä™ku;2
puklach;1
neapolitaå„czyk;1
niemowo;1
osoba;2
zawiniä™ciem;1
kiedym;30
rozwiniä™te;1
francjä™;1
sumkä™;1
zastaä‡;1
rzekå‚;183
gardå‚o;3
schylony;1
zaczynajä…;1
osoby;3
wstanie;1
aikogo;1
spotkawszy;1
wyczytaä‡;1
kulka;3
rozdaje;1
domagaå‚;1
wybity;1
kozioå‚kach;1
biec;1
ozdrowiaå‚aby;1
tyå‚u;2
å›wiata;6
czterodniowymi;1
strzaå‚ä…;1
przepowiadam;1
telegraficznych;1
ogrodnika;1
wdziä™czne;2
rannego;1
karabataliony;1
rozstali;1
wå‚osami;19
karabatalionu;2
kulki;1
spode;2
majstra;1
objä™tej;1
ksiä™garza;2
domkiem;2
naznaczyå‚;1
roztargane;1
nieprzyjaciel;2
roztargana;2
zachowywaä‡;1
zapalonymi;2
wykroiå‚;1
migi;2
lot;1
los;6
nagrã³d;8
pewniaka;1
1994;1
domy;3
pakiet;2
rzucaå‚a;1
odrobinä™;2
domu;109
wylezä™;1
przyznaä‡;3
â€zajä™czy;2
skoå„czona;1
polerowania;1
tknä…å‚;2
skoå„czone;5
dole;3
odzywaå‚y;1
karty;2
miej;4
wyratowaå‚;1
oprzyj;1
pomyå›laå‚å¾eå›;1
lichym;1
odwrã³t;1
pamiä™tajcie;3
traktowali;1
rozstaju;2
wpã³å‚sennym;1
gå‚odem;1
zapchane;1
wierzchu;1
dyå¾urnego;1
bakier;3
nieskoå„czona;1
opuszczasz;1
postaä‡;7
wielkozå‚otä…;2
zapchany;1
zwyciä™å¾enie;1
utkwiå‚a;1
orlim;1
postawiå‚a;1
zaså‚uå¾ony;1
haå‚asem;2
schyl;1
szczyty;1
zapeå‚niali;1
cywilizacja;1
sprzedaje;5
srogimi;2
stoå‚y;1
matkach;1
przynieå›liå›my;1
potrafi;2
stoå‚u;13
szwajcarowie;1
sztachet;1
obietnica;1
kompania;1
promiennä…;1
widaä‡;35
niemaå‚o;7
widzenia;12
wiä™ziennej;1
strumieniem;1
kromkä™;1
kompanie;2
zaså‚oniå‚a;1
licha;2
kompanii;4
cholewami;2
ogrodzie;1
å›wietnego;1
zwyciä™å¾yä‡;1
delikatnie;2
bije;9
nieznanemu;1
oczekiwali;1
nelli;22
sprzedali;2
tutkä™;1
opierajä…c;2
lub;10
kamizelkä™;3
lud;2
chlusnä…å‚;1
poå›wiä™ciå‚y;2
przemawiajä…c;1
zalä™kniony;1
dobro;2
tatusiu;9
precz;6
dell'estero;2
kierowaå‚;1
dobry;47
pocztowe;1
mimo;7
dobru;1
ponowiå‚;1
wschodzä…cej;1
dobra;21
otwarte;5
opieramy;1
przestrachu;3
dotknä™å‚o;1
wstali;1
zmiana;1
dobre;21
rynnä™;1
ostatecznie;1
mile;4
å¾yli;1
bili;1
mili;1
rivoli;2
ciä™å¾kä…;6
dotknä™å‚a;1
pocieszaå‚a;2
powodziach;1
wiatr;11
spotkania;1
åšmierci;1
lwa;1
å›nie;2
oceanu;1
zboå¾a;1
gå‚uptasie;1
zapå‚acie;2
oå›wietlonym;1
umarå‚emu;1
roså‚a;2
piechoty;2
przejmujä…c;2
wynioså‚ä…;1
punkt;4
zostaå‚o;6
miny;3
kuksa;2
doå‚u;3
jaå‚muå¾ny;1
zostaå‚y;2
ciä…gnä…c;2
zostaå‚a;11
piechota;1
spuszczonä…;6
zostaå‚i;1
å›rodä™;1
przysiä™gaå‚;1
å¾yje;25
posyå‚aå‚a;1
niemiå‚ä…;1
wlokä…ce;1
dyktuje;1
jabå‚kami;1
patrz;9
prostopadå‚ä…;1
wszystkiego;9
buå‚kä™;1
dorzuciå‚;1
jedynego;1
poså‚ugaczki;1
wierzyå‚a;1
chå‚opiä™cym;1
kuksy;1
mariiâ€;1
wesprzeä‡;1
karabinowymi;1
nadarå‚;1
wiara;1
rozbicie;1
niewielkim;1
dopä™dziå‚;1
zdana;1
najstraszniejszy;1
wypukå‚ym;1
ciskania;1
obuwie;1
instynktem;1
literami;3
kaprala;2
twarzy;39
konwulsyjnie;2
straciwszy;1
promocjä™;2
prym;1
cisnä™å‚y;3
zaokrä…glaå‚o;1
dziele;1
cisnä™å‚o;1
kolumn;1
okrywa;1
å¾adnego;11
gorä…czkowo;1
miå‚osierdzia;2
twarze;11
zå‚oå›liwiej;1
mleko;1
gorä…czkowe;1
miå‚osierdzie;1
posyå‚aå‚;2
obejmujä…cymi;1
warkocz;1
prä™dzej;9
spokã³j;7
zmä™czonyâ€¦;1
wydaå‚;6
przedstawieni;1
wyrywa;1
elegancikiem;1
wstaje;1
trzyma;3
chudy;2
zdrowä…;1
tutejszej;1
beret;1
ciemnoå›ciâ€¦;1
kochajä…cym;1
ryby;2
dobrej;10
uderzywszy;1
przy;155
å›wieå¾ä…;2
najmilsi;2
ubraniem;1
odpowiadaj;1
chwytaå‚a;1
chciaå‚am;1
przestrzeå¾;1
umarå‚ego;1
mruczy;1
gå‚ä…b;3
zarä™czam;1
metrã³w;1
wieå‚ki;1
å»yczä™;1
oså‚oniwszy;1
wylocie;1
pogrä…å¾yå‚;1
nauczycielce;5
chciaå‚by;7
å¾yda;1
å›miesznä…;1
rynnä…;1
chwytaå‚y;2
przypiä™tä…;1
robotnikiem;2
â€buoncompaniiâ€;1
doså‚yszaå‚em;1
napastnikom;1
poleceni;1
wyryte;1
siå‚ä™;5
czytelnie;1
momencie;5
zå‚aåº;5
ciä™cia;1
ludziom;2
nawtykanych;1
zgå‚uszyå‚y;1
pojutrze;4
maj;2
okryte;2
mam;45
så‚yszyâ€¦;1
krzeså‚a;4
dzieje;8
najstraszniejsze;1
så‚abych;1
okryty;3
rynny;2
narzeczy;1
zostawiä‡;4
pozamieniali;1
nauczycielem;13
rogã³w;1
chciaå‚em;4
å›ciskajä…cy;1
wymawiaj;1
nauczycielek;3
choä‡bym;2
â€dziä™kujä™â€;1
austriackiej;1
wstanä™â€;1
zbiegli;1
dziä™kowaå‚;2
zapalonej;1
kubeczki;1
smutniejsza;1
zostaw;1
grobowiec;1
å¾yjä…cych;1
trzydziestu;4
dzieci;85
wstä™pniakami;2
nã³å¾ki;1
ogarnä…å‚;2
uå›cisnä…ä‡;2
napracowaå‚a;1
senny;1
på‚oty;1
czterej;2
oczekiwanie;1
przypomniaå‚;6
argentyå„czyk;1
wzruszeni;3
dziewiä…tä…;1
å‚aå„cuchã³w;1
gå‚owami;3
â€oberå¾aâ€;1
spojrzaå‚em;8
å‚askä™;3
czterem;1
på‚aszczem;2
linoskokã³w;2
ryku;1
nagich;1
nieradzi;1
wyå¾yä‡;1
nienawidzi;1
oburzenia;1
odnajdziesz;1
bilecie;1
spodenkach;1
namozolonych;1
odwaå¾nych;1
mej;1
gromadkä™;1
zwyciä™stwem;1
obniå¾aä‡;1
oburzeniu;1
zawinä…ä‡;1
â€wiwat;1
dalszä…;1
porozrywane;1
drzewa;26
widziaå‚â€¦;4
dopieroå¾;1
materii;2
poprawienia;1
szamerowanie;2
potwierdziå‚;1
drzewo;9
szpadami;2
så‚yszaå‚;13
jakbyå›cie;1
pokazywaå‚o;2
obtå‚uczony;1
rozdawanie;1
kazaå‚;1
rozdawania;2
odbieraä‡;3
hiszpaå„skiego;1
åšwiadomoå›ä‡;1
nieszczä™å›liwie;2
å›cieå¾ynie;2
czarnego;5
zå‚amaå‚;1
odgaå‚ä™zia;1
niewiasty;1
kokardkä™;1
zapalonym;1
rozprawiajä…;2
rã³å¾nobarwnä…;1
nieâ€¦;1
trafiå‚;4
rozbawionym;1
wydrä…å¾onä…;1
orzeåºwiwszy;1
dostanä™â€¦;1
wyciskaå‚y;1
posyå‚am;1
siå‚ä…;4
odwraca;1
bolonio;1
wzruszyå‚;2
zbladå‚ä…;1
rzodkiewki;1
francuskiego;1
pociemniaå‚o;1
ä†wiczenia;1
ludzi;33
najpewniej;1
ciepå‚ym;1
mig;2
zmarnowaå‚;1
niekiedy;4
zabijesz;1
mil;9
zmiä™kå‚;1
ugryzå‚;1
uå›cisnä™li;1
przytrafia;1
znakã³w;1
przyjmowaå‚;1
poträ…ciå‚;1
przywiä…zujä…;1
dobrze;70
koå›cielnego;1
przechodzä…cä…;1
dobrzy;5
biaå‚ooprawne;1
peå‚nych;2
rozå‚ä…czymy;1
odczytywaä‡;1
obcoå›ci;1
znaczy;9
dobrym;9
pomaraå„czeâ€¦;1
zgubionych;1
på‚akaå‚o;1
przerywanä…;1
urwisostwa;1
zdeptali;1
å¾ywy;4
powiä™ksza;1
pozawijaä‡;1
wiewiã³rka;1
å¾ywo;8
på‚akaå‚y;3
wiewiã³rki;1
å¾ywe;3
francuzi;2
å¾ywi;2
dodawszy;2
piechocie;1
wielkoå›ci;1
staraä‡;1
znajdowaä‡;1
odmiana;1
myå›lom;1
mistrzu;2
kulkami;1
umierajmy;1
odmiany;2
popatrzyå‚;12
zarobkiem;1
chust;1
nienaumyå›lnie;4
piå‚ä…;1
powitaå‚;2
zaczynaâ€¦;1
siedzimy;1
dosiadaå‚;1
kapelusz;8
bolonia;1
awantury;1
generaå‚;1
lubiå‚a;1
odejmowaå‚;1
jakä…;17
wytä™å¾onym;2
rysy;3
twarzä…â€¦;1
celna;2
wyznaä‡;2
zwyciä™å¾aå‚a;1
å¾ywa;2
zostaå„my;1
spaä‡;8
inspektor;2
uczuciowe;1
zasmucony;1
awantura;1
odwiä…zaä‡;1
dziewczä™;1
gå‚owach;2
utrzymuje;3
plusnä™å‚y;1
urwisostwo;1
swobodnie;1
opis;2
moc;1
rychlej;1
dojrzaå‚ym;2
firankami;1
niepoprawny;1
moi;7
â€”â€¦;4
procä™;1
wpã³å‚otwartymi;1
loå¾a;1
zdaje;22
loå¾e;1
przycisnä…ä‡;1
så‚awny;1
wzniesionä…;3
zechcä…;1
szufladä™;1
wä™glarzowego;1
wyrzec;1
på‚aszczyk;2
å›piewali;3
cukrowej;1
nadä…å¾yä‡;2
poobracali;1
podrã³å¾ach;1
å¾ebyå›;9
rozdarå‚;3
piä™cioro;1
sumieniu;1
uzdolniona;1
koronek;2
trzeciej;8
biegle;1
onaâ€;1
pochwali;4
biegli;1
sumienie;2
przygotowawczej;1
dosyä‡;7
waliä‡;2
leczyå‚a;1
szklane;2
å‚okciami;3
dobrzeâ€¦;1
barwach;1
radujä…;1
rozbieraä‡;1
kapitanie;9
daå‚;39
så‚awna;1
przywoå‚a;1
pocieszenia;1
loå¾y;7
pisaå‚;9
nieboå¾ä…tko;2
nowego;2
zapadå‚a;2
rozå¾arty;1
prostä…;2
å»egnajâ€¦;1
francji;3
å¾elazny;1
takiemu;2
celce;1
poczekalnej;1
diaski;2
obracaå‚;1
jasnego;2
wsiadaå‚;1
oburzony;1
zaå›;46
jaå‚muå¾na;2
najwspanialsze;1
naduå¾ywajä…cych;1
oå›wietlonej;1
szpitalu;2
wewnä™trzny;1
gorzkich;1
brakå‚o;3
chå‚opcã³w;43
å¾elazna;1
girlandzie;1
niepodlegå‚ym;1
obszernego;1
burzliwa;1
å¾elazne;2
szpitala;3
zboå¾u;1
skrzydå‚a;1
romaå„skaâ€;1
towary;1
flaszkä™;2
mur;3
dopiszä™;1
rozkrzyczaå‚o;1
celem;1
zobacz;4
brzasku;2
aleå¾;7
wziä™liâ€¦;1
jacy;2
wewnä™trzne;1
zawiniä…tko;2
podnieå›cie;1
sumienny;1
posyå‚ki;1
schodziä‡;3
wymierzyå‚;1
wypluå‚;1
så‚awie;1
corettim;2
spadå‚;7
dawali;4
oberå¾ysta;1
så‚abnä…cego;1
å›mie;2
jedwabi;1
kobietach;1
widoku;2
naduå¾yä‡;1
niezwalczone;1
czerwieni;1
sä…siedzi;2
nazwali;1
upadla;1
zdecydowaä‡;1
sä…siadã³w;2
siedziby;2
ogorzaå‚ä…;1
oszukiwaå‚;1
wahajä…c;1
znaczenie;1
kapral;6
upuå›ciå‚;5
niezupeå‚nie;1
aleksandrii;1
wysiå‚kiem;6
przyjaznym;3
barchanowä…;1
nastä™puje;1
przysiadå‚a;1
milionowej;1
przedstawia;2
zachwyceni;1
dawano;1
widzi;11
mym;1
przeså‚aå‚a;1
owijaå‚;1
bawili;2
argentyå„skiej;5
strawiå‚a;1
å¾yjmy;1
swojskiego;1
zapomniaå‚em;3
liczä…c;3
wiodä…cä…;1
krä™te;1
obejrzaå‚;4
pä™kiem;1
zobaczyå‚;23
polecajä…cymi;1
â€jak;1
ciszej;5
piå›niesz;1
dowiedzieä‡;5
fidando;1
pã³å‚gå‚osem;4
odejmowaä‡;1
zadziwiajä…cä…;1
oå›wiadczyli;1
å‚ã³å¾kuâ€¦;1
kalabryjska;1
obwiä…zaä‡;1
caå‚e;21
pakä™;1
wrzawä™;1
czternaå›cie;2
caå‚a;25
nauczä™;1
robotnika;4
zmarszczka;2
å›wiecie;17
crossim;5
pierwszych;4
powiedziawszy;6
wielkoludzie;2
ruszyå‚;10
caå‚o;1
opowiedziaå‚a;1
miseczkä…;1
obudowana;1
pã³jdå¾å¾e;1
caå‚y;68
miasteczko;1
zarobiä‡â€¦;1
zachoruje;1
zacnä…;3
ruszyå‚a;1
niezbyty;1
derossim;3
podniã³så‚;36
dziewczä™ta;5
sukniä™;4
wjeå¾då¾aå‚;1
szepnä…å‚em;1
zdejmä™â€¦;1
unioså‚a;1
okrzyk;10
poznajesz;2
genueå„skie;1
klucz;2
safianowe;1
widza;2
